user_id,event_date,event_type,from_plan,to_plan,monthly_price_chf
u_01217,2025-05-08,start,,free,0.0
u_01218,2025-09-29,start,,digital,24.0
u_01218,2025-10-29,cancel,digital,,0.0
u_01219,2025-12-18,start,,free,0.0
u_01219,2026-02-16,upgrade,free,digital,24.0
u_01220,2024-12-18,start,,free,0.0
u_01220,2025-06-16,upgrade,free,digital,24.0
u_01221,2024-11-01,start,,free,0.0
u_01221,2024-12-01,upgrade,free,digital,24.0
u_01221,2024-12-31,cancel,digital,,0.0
u_01222,2025-02-24,start,,free,0.0
u_01222,2026-06-19,cancel,free,,0.0
u_01223,2026-04-16,start,,digital,24.0
u_01224,2025-11-26,start,,free,0.0
u_01224,2026-03-26,upgrade,free,digital,24.0
u_01225,2025-01-29,start,,free,0.0
u_01226,2026-04-13,start,,free,0.0
u_01227,2025-08-27,start,,free,0.0
u_01228,2025-09-01,start,,free,0.0
u_01228,2026-06-28,upgrade,free,digital,24.0
u_01229,2026-05-15,start,,free,0.0
u_01229,2026-06-14,cancel,free,,0.0
u_01230,2024-12-13,start,,free,0.0
u_01230,2025-02-11,upgrade,free,digital,24.0
u_01230,2025-03-13,cancel,digital,,0.0
u_01231,2025-02-26,start,,premium,39.0
u_01232,2025-10-14,start,,free,0.0
u_01232,2026-01-12,upgrade,free,digital,24.0
u_01233,2025-02-12,start,,digital,24.0
u_01233,2025-11-09,cancel,digital,,0.0
u_01234,2025-12-20,start,,free,0.0
u_01234,2026-02-18,cancel,free,,0.0
u_01235,2025-02-25,start,,free,0.0
u_01235,2025-10-23,upgrade,free,digital,24.0
u_01235,2026-04-21,cancel,digital,,0.0
u_01236,2025-01-05,start,,free,0.0
u_01236,2025-10-02,upgrade,free,digital,24.0
u_01236,2026-05-30,upgrade,digital,premium,39.0
u_01237,2025-02-20,start,,free,0.0
u_01237,2025-07-20,upgrade,free,digital,24.0
u_01238,2025-07-25,start,,digital,24.0
u_01239,2025-01-30,start,,digital,24.0
u_01239,2025-06-29,cancel,digital,,0.0
u_01240,2025-01-17,start,,digital,24.0
u_01241,2026-03-22,start,,digital,24.0
u_01242,2025-05-12,start,,free,0.0
u_01243,2025-06-10,start,,free,0.0
u_01244,2024-12-10,start,,digital,24.0
u_01244,2025-01-09,cancel,digital,,0.0
u_01245,2025-06-08,start,,free,0.0
u_01246,2025-04-02,start,,free,0.0
u_01246,2025-11-28,upgrade,free,digital,24.0
u_01246,2026-01-27,upgrade,digital,premium,39.0
u_01247,2025-10-31,start,,premium,39.0
u_01248,2025-02-19,start,,print,59.0
u_01249,2026-04-11,start,,digital,24.0
u_01250,2026-05-11,start,,free,0.0
u_01251,2025-01-05,start,,digital,24.0
u_01252,2025-01-08,start,,free,0.0
u_01253,2025-01-10,start,,free,0.0
u_01253,2025-04-10,upgrade,free,digital,24.0
u_01253,2025-09-07,cancel,digital,,0.0
u_01254,2025-11-07,start,,free,0.0
u_01255,2025-01-13,start,,premium,39.0
u_01256,2026-03-17,start,,premium,39.0
u_01257,2026-01-20,start,,digital,24.0
u_01258,2026-02-21,start,,free,0.0
u_01259,2025-09-17,start,,free,0.0
u_01260,2026-06-28,start,,free,0.0
u_01261,2024-12-02,start,,premium,39.0
u_01261,2025-11-27,cancel,premium,,0.0
u_01262,2025-07-09,start,,free,0.0
u_01262,2025-09-07,upgrade,free,digital,24.0
u_01262,2026-05-05,cancel,digital,,0.0
u_01263,2025-05-15,start,,free,0.0
u_01264,2026-05-25,start,,digital,24.0
u_01265,2025-10-07,start,,free,0.0
u_01266,2026-02-11,start,,digital,24.0
u_01267,2025-01-28,start,,free,0.0
u_01267,2025-05-28,upgrade,free,digital,24.0
u_01267,2026-04-23,cancel,digital,,0.0
u_01268,2026-06-15,start,,digital,24.0
u_01269,2025-09-08,start,,free,0.0
u_01269,2026-03-07,upgrade,free,digital,24.0
u_01269,2026-06-05,cancel,digital,,0.0
u_01270,2025-09-06,start,,free,0.0
u_01270,2026-05-04,upgrade,free,digital,24.0
u_01271,2026-06-10,start,,free,0.0
u_01272,2025-06-24,start,,free,0.0
u_01273,2025-07-06,start,,digital,24.0
u_01274,2025-10-13,start,,free,0.0
u_01275,2025-01-15,start,,free,0.0
u_01275,2025-02-14,upgrade,free,digital,24.0
u_01275,2025-04-15,cancel,digital,,0.0
u_01276,2025-05-13,start,,digital,24.0
u_01277,2025-02-10,start,,free,0.0
u_01277,2025-07-10,cancel,free,,0.0
u_01278,2025-01-06,start,,digital,24.0
u_01279,2026-03-26,start,,digital,24.0
u_01280,2025-10-16,start,,free,0.0
u_01280,2025-12-15,cancel,free,,0.0
u_01281,2025-06-09,start,,digital,24.0
u_01282,2025-07-14,start,,free,0.0
u_01282,2025-10-12,upgrade,free,digital,24.0
u_01283,2025-07-31,start,,free,0.0
u_01283,2025-11-28,upgrade,free,digital,24.0
u_01283,2025-12-28,cancel,digital,,0.0
u_01284,2025-11-17,start,,free,0.0
u_01285,2026-05-09,start,,digital,24.0
u_01286,2026-05-13,start,,digital,24.0
u_01287,2025-07-02,start,,free,0.0
u_01288,2025-05-19,start,,print,59.0
u_01288,2026-05-14,cancel,print,,0.0
u_01289,2025-08-14,start,,free,0.0
u_01289,2025-10-13,upgrade,free,digital,24.0
u_01289,2025-12-12,upgrade,digital,premium,39.0
u_01290,2025-10-01,start,,premium,39.0
u_01290,2026-02-28,cancel,premium,,0.0
u_01291,2025-08-22,start,,digital,24.0
u_01292,2025-12-05,start,,premium,39.0
u_01292,2026-01-04,downgrade,premium,digital,24.0
u_01292,2026-02-03,upgrade,digital,premium,39.0
u_01293,2025-09-26,start,,premium,39.0
u_01293,2026-04-24,cancel,premium,,0.0
u_01294,2025-05-12,start,,print,59.0
u_01295,2025-05-30,start,,free,0.0
u_01296,2025-06-23,start,,digital,24.0
u_01296,2025-07-23,cancel,digital,,0.0
u_01297,2025-01-04,start,,digital,24.0
u_01297,2025-09-01,cancel,digital,,0.0
u_01298,2025-01-27,start,,digital,24.0
u_01299,2026-01-09,start,,free,0.0
u_01300,2025-06-30,start,,print,59.0
u_01301,2025-02-25,start,,free,0.0
u_01301,2025-04-26,upgrade,free,digital,24.0
u_01301,2025-11-22,upgrade,digital,premium,39.0
u_01301,2026-03-22,upgrade,premium,print,59.0
u_01302,2025-09-29,start,,free,0.0
u_01302,2026-01-27,upgrade,free,digital,24.0
u_01303,2026-01-20,start,,free,0.0
u_01304,2025-03-28,start,,free,0.0
u_01304,2025-04-27,upgrade,free,digital,24.0
u_01305,2026-02-26,start,,digital,24.0
u_01306,2026-05-09,start,,free,0.0
u_01307,2025-10-22,start,,digital,24.0
u_01307,2026-05-20,upgrade,digital,premium,39.0
u_01308,2025-12-12,start,,digital,24.0
u_01309,2024-12-08,start,,free,0.0
u_01309,2025-04-07,upgrade,free,digital,24.0
u_01309,2025-09-04,cancel,digital,,0.0
u_01310,2026-05-22,start,,digital,24.0
u_01311,2025-07-03,start,,free,0.0
u_01312,2026-05-07,start,,digital,24.0
u_01313,2025-10-09,start,,print,59.0
u_01313,2025-12-08,cancel,print,,0.0
u_01314,2024-11-04,start,,free,0.0
u_01315,2024-11-28,start,,digital,24.0
u_01316,2025-12-20,start,,free,0.0
u_01317,2025-09-29,start,,free,0.0
u_01318,2024-11-20,start,,digital,24.0
u_01318,2025-06-18,cancel,digital,,0.0
u_01319,2026-01-16,start,,free,0.0
u_01319,2026-05-16,upgrade,free,digital,24.0
u_01319,2026-06-15,upgrade,digital,premium,39.0
u_01320,2026-03-16,start,,digital,24.0
u_01321,2025-09-07,start,,free,0.0
u_01321,2026-05-05,upgrade,free,digital,24.0
u_01322,2025-08-24,start,,free,0.0
u_01322,2026-05-21,upgrade,free,digital,24.0
u_01323,2024-11-04,start,,premium,39.0
u_01323,2024-12-04,cancel,premium,,0.0
u_01324,2026-01-30,start,,free,0.0
u_01325,2025-05-20,start,,digital,24.0
u_01326,2026-04-05,start,,free,0.0
u_01327,2025-06-19,start,,digital,24.0
u_01327,2025-11-16,cancel,digital,,0.0
u_01328,2025-09-30,start,,digital,24.0
u_01329,2025-04-06,start,,free,0.0
u_01330,2025-01-25,start,,free,0.0
u_01331,2026-01-26,start,,free,0.0
u_01332,2025-09-07,start,,print,59.0
u_01333,2025-09-20,start,,free,0.0
u_01334,2026-06-06,start,,free,0.0
u_01335,2026-06-04,start,,digital,24.0
u_01336,2026-03-19,start,,free,0.0
u_01336,2026-06-17,cancel,free,,0.0
u_01337,2025-02-06,start,,free,0.0
u_01337,2025-07-06,upgrade,free,digital,24.0
u_01337,2025-12-03,cancel,digital,,0.0
u_01338,2025-10-20,start,,free,0.0
u_01338,2025-11-19,upgrade,free,digital,24.0
u_01339,2026-04-04,start,,free,0.0
u_01340,2025-06-20,start,,digital,24.0
u_01341,2025-01-06,start,,premium,39.0
u_01342,2026-02-15,start,,premium,39.0
u_01343,2025-09-03,start,,premium,39.0
u_01343,2026-01-31,upgrade,premium,print,59.0
u_01344,2025-09-29,start,,free,0.0
u_01345,2026-06-18,start,,free,0.0
u_01346,2025-10-29,start,,digital,24.0
u_01346,2026-01-27,cancel,digital,,0.0
u_01347,2025-07-26,start,,print,59.0
u_01348,2025-06-17,start,,digital,24.0
u_01348,2026-02-12,cancel,digital,,0.0
u_01349,2025-07-21,start,,free,0.0
u_01349,2026-01-17,cancel,free,,0.0
u_01350,2025-01-11,start,,digital,24.0
u_01350,2025-09-08,cancel,digital,,0.0
u_01351,2026-02-03,start,,digital,24.0
u_01351,2026-06-03,upgrade,digital,premium,39.0
u_01352,2026-03-06,start,,premium,39.0
u_01353,2025-04-16,start,,digital,24.0
u_01353,2026-02-10,cancel,digital,,0.0
u_01354,2025-04-30,start,,free,0.0
u_01355,2026-04-01,start,,free,0.0
u_01356,2024-11-18,start,,free,0.0
u_01356,2025-05-17,upgrade,free,digital,24.0
u_01357,2025-09-15,start,,free,0.0
u_01357,2026-01-13,upgrade,free,digital,24.0
u_01357,2026-02-12,cancel,digital,,0.0
u_01358,2025-08-23,start,,premium,39.0
u_01359,2025-12-27,start,,free,0.0
u_01360,2025-01-26,start,,free,0.0
u_01360,2025-03-27,upgrade,free,digital,24.0
u_01361,2025-12-12,start,,free,0.0
u_01362,2025-06-22,start,,digital,24.0
u_01363,2025-11-06,start,,free,0.0
u_01363,2026-02-04,upgrade,free,digital,24.0
u_01364,2024-11-29,start,,free,0.0
u_01364,2025-05-28,upgrade,free,digital,24.0
u_01364,2025-10-25,cancel,digital,,0.0
u_01365,2025-08-22,start,,premium,39.0
u_01366,2025-09-16,start,,free,0.0
u_01366,2025-10-16,upgrade,free,digital,24.0
u_01367,2025-02-25,start,,free,0.0
u_01367,2025-12-22,upgrade,free,digital,24.0
u_01367,2026-02-20,upgrade,digital,premium,39.0
u_01368,2025-01-18,start,,free,0.0
u_01368,2026-04-13,upgrade,free,digital,24.0
u_01369,2025-02-07,start,,digital,24.0
u_01369,2025-04-08,cancel,digital,,0.0
u_01370,2025-05-29,start,,digital,24.0
u_01371,2025-01-04,start,,premium,39.0
u_01372,2026-05-24,start,,free,0.0
u_01373,2025-07-12,start,,print,59.0
u_01374,2026-02-13,start,,digital,24.0
u_01375,2026-06-12,start,,free,0.0
u_01376,2024-12-28,start,,free,0.0
u_01376,2025-03-28,upgrade,free,digital,24.0
u_01377,2025-11-30,start,,free,0.0
u_01378,2026-03-30,start,,premium,39.0
u_01379,2025-11-17,start,,free,0.0
u_01379,2026-03-17,upgrade,free,digital,24.0
u_01380,2025-07-29,start,,free,0.0
u_01381,2025-07-31,start,,digital,24.0
u_01381,2025-08-30,cancel,digital,,0.0
u_01382,2024-11-26,start,,premium,39.0
u_01382,2024-12-26,cancel,premium,,0.0
u_01383,2025-09-20,start,,digital,24.0
u_01383,2025-11-19,upgrade,digital,premium,39.0
u_01384,2026-06-26,start,,digital,24.0
u_01385,2026-06-01,start,,free,0.0
u_01386,2024-11-29,start,,premium,39.0
u_01387,2026-01-04,start,,free,0.0
u_01388,2025-04-29,start,,free,0.0
u_01388,2025-11-25,cancel,free,,0.0
u_01389,2026-04-22,start,,print,59.0
u_01390,2024-12-03,start,,free,0.0
u_01390,2025-04-02,upgrade,free,digital,24.0
u_01391,2026-05-15,start,,free,0.0
u_01392,2026-03-06,start,,digital,24.0
u_01393,2025-01-11,start,,free,0.0
u_01394,2024-12-13,start,,free,0.0
u_01394,2025-02-11,upgrade,free,digital,24.0
u_01395,2026-03-04,start,,digital,24.0
u_01395,2026-06-02,cancel,digital,,0.0
u_01396,2025-01-24,start,,digital,24.0
u_01396,2026-04-19,cancel,digital,,0.0
u_01397,2025-09-20,start,,digital,24.0
u_01398,2026-05-01,start,,free,0.0
u_01399,2025-09-30,start,,digital,24.0
u_01400,2025-07-06,start,,digital,24.0
u_01400,2025-08-05,upgrade,digital,premium,39.0
u_01401,2025-08-10,start,,free,0.0
u_01401,2025-10-09,cancel,free,,0.0
u_01402,2024-12-16,start,,free,0.0
u_01402,2025-02-14,upgrade,free,digital,24.0
u_01402,2025-11-11,cancel,digital,,0.0
u_01403,2026-06-08,start,,free,0.0
u_01404,2025-05-05,start,,free,0.0
u_01404,2025-10-02,upgrade,free,digital,24.0
u_01405,2025-02-07,start,,free,0.0
u_01406,2025-04-18,start,,digital,24.0
u_01406,2025-11-14,upgrade,digital,premium,39.0
u_01407,2026-06-05,start,,print,59.0
u_01408,2025-01-04,start,,free,0.0
u_01409,2026-03-27,start,,digital,24.0
u_01410,2026-01-04,start,,free,0.0
u_01410,2026-02-03,upgrade,free,digital,24.0
u_01411,2026-03-01,start,,free,0.0
u_01412,2026-06-13,start,,digital,24.0
u_01413,2026-03-09,start,,free,0.0
u_01414,2026-05-21,start,,premium,39.0
u_01415,2025-01-14,start,,free,0.0
u_01416,2026-02-04,start,,free,0.0
u_01416,2026-05-05,upgrade,free,digital,24.0
u_01417,2025-09-23,start,,free,0.0
u_01418,2025-09-23,start,,free,0.0
u_01419,2026-04-19,start,,premium,39.0
u_01420,2026-06-10,start,,digital,24.0
u_01421,2026-01-03,start,,free,0.0
u_01422,2025-09-03,start,,free,0.0
u_01423,2025-08-18,start,,digital,24.0
u_01424,2025-06-28,start,,digital,24.0
u_01425,2025-06-11,start,,free,0.0
u_01425,2025-07-11,upgrade,free,digital,24.0
u_01426,2025-07-02,start,,free,0.0
u_01426,2025-12-29,upgrade,free,digital,24.0
u_01427,2025-01-02,start,,free,0.0
u_01427,2026-01-27,upgrade,free,digital,24.0
u_01427,2026-05-27,upgrade,digital,premium,39.0
u_01428,2024-12-26,start,,free,0.0
u_01428,2026-04-20,upgrade,free,digital,24.0
u_01429,2026-01-28,start,,free,0.0
u_01429,2026-02-27,cancel,free,,0.0
u_01430,2025-08-10,start,,free,0.0
u_01431,2026-05-12,start,,free,0.0
u_01432,2025-11-02,start,,free,0.0
u_01433,2024-11-26,start,,free,0.0
u_01434,2025-01-24,start,,premium,39.0
u_01434,2025-12-20,downgrade,premium,digital,24.0
u_01435,2025-02-19,start,,digital,24.0
u_01435,2025-03-21,upgrade,digital,premium,39.0
u_01436,2026-06-13,start,,free,0.0
u_01437,2025-02-28,start,,free,0.0
u_01437,2025-06-28,upgrade,free,digital,24.0
u_01437,2026-06-23,cancel,digital,,0.0
u_01438,2025-09-14,start,,free,0.0
u_01438,2025-10-14,upgrade,free,digital,24.0
u_01438,2026-04-12,cancel,digital,,0.0
u_01439,2026-05-16,start,,premium,39.0
u_01440,2026-06-14,start,,digital,24.0
u_01441,2025-03-13,start,,free,0.0
u_01442,2024-12-06,start,,premium,39.0
u_01443,2025-01-23,start,,digital,24.0
u_01443,2025-04-23,cancel,digital,,0.0
u_01444,2024-12-16,start,,digital,24.0
u_01445,2025-02-11,start,,free,0.0
u_01445,2026-04-07,upgrade,free,digital,24.0
u_01446,2025-10-01,start,,free,0.0
u_01446,2025-10-31,upgrade,free,digital,24.0
u_01447,2026-04-29,start,,digital,24.0
u_01448,2025-09-21,start,,free,0.0
u_01448,2025-10-21,upgrade,free,digital,24.0
u_01449,2025-11-11,start,,digital,24.0
u_01450,2025-02-16,start,,digital,24.0
u_01451,2026-02-07,start,,free,0.0
u_01452,2025-11-06,start,,free,0.0
u_01453,2026-03-25,start,,free,0.0
u_01453,2026-04-24,upgrade,free,digital,24.0
u_01453,2026-05-24,upgrade,digital,premium,39.0
u_01454,2026-05-25,start,,free,0.0
u_01455,2025-06-01,start,,digital,24.0
u_01455,2026-02-26,cancel,digital,,0.0
u_01456,2025-01-02,start,,digital,24.0
u_01457,2025-03-05,start,,free,0.0
u_01458,2025-08-04,start,,digital,24.0
u_01459,2026-05-23,start,,free,0.0
u_01460,2025-06-23,start,,digital,24.0
u_01461,2026-01-25,start,,free,0.0
u_01462,2025-09-22,start,,digital,24.0
u_01463,2025-02-02,start,,digital,24.0
u_01463,2025-05-03,upgrade,digital,premium,39.0
u_01463,2025-10-30,cancel,premium,,0.0
u_01464,2025-05-12,start,,free,0.0
u_01465,2025-12-01,start,,digital,24.0
u_01466,2025-12-15,start,,premium,39.0
u_01467,2025-08-02,start,,free,0.0
u_01468,2025-03-07,start,,digital,24.0
u_01469,2026-01-09,start,,print,59.0
u_01470,2025-01-28,start,,premium,39.0
u_01471,2026-05-16,start,,free,0.0
u_01472,2025-02-06,start,,digital,24.0
u_01472,2025-08-05,upgrade,digital,premium,39.0
u_01472,2026-06-01,downgrade,premium,digital,24.0
u_01473,2025-01-08,start,,print,59.0
u_01474,2025-09-08,start,,digital,24.0
u_01475,2025-09-15,start,,free,0.0
u_01475,2025-11-14,upgrade,free,digital,24.0
u_01475,2026-04-13,upgrade,digital,premium,39.0
u_01476,2025-09-11,start,,free,0.0
u_01477,2025-08-04,start,,digital,24.0
u_01478,2026-06-27,start,,free,0.0
u_01479,2025-09-04,start,,free,0.0
u_01480,2025-09-01,start,,free,0.0
u_01480,2025-12-30,upgrade,free,digital,24.0
u_01480,2026-03-30,upgrade,digital,premium,39.0
u_01481,2025-07-24,start,,digital,24.0
u_01482,2024-12-18,start,,free,0.0
u_01482,2025-03-18,upgrade,free,digital,24.0
u_01482,2026-06-11,cancel,digital,,0.0
u_01483,2025-10-19,start,,premium,39.0
u_01483,2026-02-16,downgrade,premium,digital,24.0
u_01484,2025-03-07,start,,digital,24.0
u_01484,2025-10-03,cancel,digital,,0.0
u_01485,2025-11-20,start,,print,59.0
u_01486,2024-12-07,start,,premium,39.0
u_01487,2026-06-17,start,,free,0.0
u_01488,2025-08-27,start,,digital,24.0
u_01489,2026-04-17,start,,free,0.0
u_01490,2025-08-31,start,,print,59.0
u_01491,2024-12-14,start,,free,0.0
u_01491,2025-01-13,cancel,free,,0.0
u_01492,2026-02-23,start,,digital,24.0
u_01493,2025-11-27,start,,digital,24.0
u_01494,2026-01-29,start,,free,0.0
u_01494,2026-02-28,upgrade,free,digital,24.0
u_01495,2025-07-28,start,,digital,24.0
u_01496,2025-11-20,start,,free,0.0
u_01496,2026-04-19,upgrade,free,digital,24.0
u_01497,2026-03-19,start,,free,0.0
u_01498,2025-11-15,start,,free,0.0
u_01499,2025-06-01,start,,free,0.0
u_01500,2025-12-08,start,,digital,24.0
u_01501,2025-12-14,start,,premium,39.0
u_01502,2026-06-02,start,,free,0.0
u_01503,2025-06-17,start,,digital,24.0
u_01503,2026-04-13,upgrade,digital,premium,39.0
u_01504,2025-07-26,start,,premium,39.0
u_01505,2026-02-16,start,,digital,24.0
u_01506,2025-09-10,start,,free,0.0
u_01507,2026-01-14,start,,premium,39.0
u_01508,2025-08-20,start,,free,0.0
u_01509,2025-02-26,start,,digital,24.0
u_01509,2025-12-23,cancel,digital,,0.0
u_01510,2026-01-17,start,,digital,24.0
u_01511,2025-01-16,start,,digital,24.0
u_01511,2025-09-13,upgrade,digital,premium,39.0
u_01512,2025-02-14,start,,free,0.0
u_01512,2026-06-09,cancel,free,,0.0
u_01513,2025-11-12,start,,free,0.0
u_01513,2026-03-12,upgrade,free,digital,24.0
u_01514,2026-01-17,start,,digital,24.0
u_01514,2026-04-17,cancel,digital,,0.0
u_01515,2026-04-16,start,,free,0.0
u_01516,2025-04-08,start,,free,0.0
u_01516,2026-01-03,upgrade,free,digital,24.0
u_01516,2026-02-02,upgrade,digital,premium,39.0
u_01517,2025-01-09,start,,digital,24.0
u_01518,2026-05-30,start,,digital,24.0
u_01519,2025-01-23,start,,free,0.0
u_01519,2026-06-17,upgrade,free,digital,24.0
u_01520,2025-02-13,start,,free,0.0
u_01521,2025-04-21,start,,print,59.0
u_01522,2025-09-18,start,,free,0.0
u_01522,2026-01-16,upgrade,free,digital,24.0
u_01523,2026-04-07,start,,free,0.0
u_01524,2026-01-22,start,,free,0.0
u_01525,2026-01-05,start,,free,0.0
u_01526,2025-01-30,start,,print,59.0
u_01527,2025-06-08,start,,free,0.0
u_01527,2025-08-07,upgrade,free,digital,24.0
u_01528,2025-09-01,start,,free,0.0
u_01529,2025-01-21,start,,free,0.0
u_01529,2025-04-21,upgrade,free,digital,24.0
u_01529,2026-04-16,cancel,digital,,0.0
u_01530,2025-04-08,start,,free,0.0
u_01530,2025-12-04,upgrade,free,digital,24.0
u_01531,2025-05-03,start,,free,0.0
u_01531,2025-11-29,cancel,free,,0.0
u_01532,2025-01-14,start,,print,59.0
u_01532,2025-12-10,cancel,print,,0.0
u_01533,2025-09-25,start,,digital,24.0
u_01534,2026-01-03,start,,free,0.0
u_01535,2024-12-21,start,,free,0.0
u_01536,2025-09-02,start,,free,0.0
u_01536,2025-10-02,upgrade,free,digital,24.0
u_01536,2025-12-31,upgrade,digital,premium,39.0
u_01537,2026-01-29,start,,free,0.0
u_01538,2026-01-18,start,,digital,24.0
u_01539,2026-02-18,start,,free,0.0
u_01540,2025-08-12,start,,digital,24.0
u_01540,2025-10-11,cancel,digital,,0.0
u_01541,2026-02-22,start,,premium,39.0
u_01542,2025-03-16,start,,free,0.0
u_01542,2025-12-11,upgrade,free,digital,24.0
u_01543,2025-06-10,start,,premium,39.0
u_01544,2025-01-30,start,,free,0.0
u_01544,2025-09-27,upgrade,free,digital,24.0
u_01545,2025-08-26,start,,free,0.0
u_01545,2026-01-23,upgrade,free,digital,24.0
u_01546,2025-07-03,start,,digital,24.0
u_01546,2026-06-28,cancel,digital,,0.0
u_01547,2025-03-16,start,,free,0.0
u_01547,2026-06-09,cancel,free,,0.0
u_01548,2026-01-19,start,,digital,24.0
u_01549,2025-05-07,start,,digital,24.0
u_01549,2025-07-06,cancel,digital,,0.0
u_01550,2025-04-08,start,,free,0.0
u_01550,2026-03-04,upgrade,free,digital,24.0
u_01551,2025-01-15,start,,premium,39.0
u_01552,2025-08-05,start,,free,0.0
u_01552,2025-09-04,cancel,free,,0.0
u_01553,2025-04-30,start,,digital,24.0
u_01553,2025-08-28,cancel,digital,,0.0
u_01554,2025-06-16,start,,free,0.0
u_01554,2026-06-11,upgrade,free,digital,24.0
u_01555,2025-03-13,start,,free,0.0
u_01555,2025-07-11,upgrade,free,digital,24.0
u_01556,2026-01-22,start,,free,0.0
u_01557,2026-05-11,start,,premium,39.0
u_01558,2025-09-08,start,,free,0.0
u_01559,2025-11-24,start,,premium,39.0
u_01560,2026-03-27,start,,free,0.0
u_01560,2026-05-26,cancel,free,,0.0
u_01561,2026-06-30,start,,free,0.0
u_01562,2025-11-02,start,,free,0.0
u_01563,2026-04-12,start,,free,0.0
u_01564,2026-04-26,start,,premium,39.0
u_01565,2026-02-01,start,,free,0.0
u_01566,2025-08-21,start,,digital,24.0
u_01567,2024-12-29,start,,digital,24.0
u_01567,2025-03-29,cancel,digital,,0.0
u_01568,2024-11-12,start,,free,0.0
u_01568,2025-10-08,upgrade,free,digital,24.0
u_01568,2026-02-05,upgrade,digital,premium,39.0
u_01569,2025-09-01,start,,digital,24.0
u_01569,2026-01-29,cancel,digital,,0.0
u_01570,2025-09-07,start,,premium,39.0
u_01570,2026-01-05,cancel,premium,,0.0
u_01571,2025-07-14,start,,digital,24.0
u_01571,2025-11-11,cancel,digital,,0.0
u_01572,2025-10-01,start,,free,0.0
u_01572,2025-10-31,upgrade,free,digital,24.0
u_01572,2026-05-29,upgrade,digital,premium,39.0
u_01573,2025-09-25,start,,digital,24.0
u_01573,2026-05-23,cancel,digital,,0.0
u_01574,2026-03-05,start,,digital,24.0
u_01574,2026-06-03,upgrade,digital,premium,39.0
u_01575,2025-01-08,start,,free,0.0
u_01576,2025-03-05,start,,digital,24.0
u_01576,2026-05-29,cancel,digital,,0.0
u_01577,2026-02-02,start,,free,0.0
u_01578,2026-03-13,start,,digital,24.0
u_01579,2026-06-27,start,,print,59.0
u_01580,2026-03-31,start,,print,59.0
u_01581,2026-04-13,start,,digital,24.0
u_01582,2025-05-08,start,,digital,24.0
u_01583,2025-07-09,start,,digital,24.0
u_01583,2025-08-08,upgrade,digital,premium,39.0
u_01584,2025-04-05,start,,free,0.0
u_01584,2025-09-02,upgrade,free,digital,24.0
u_01584,2026-03-31,upgrade,digital,premium,39.0
u_01585,2025-10-28,start,,free,0.0
u_01585,2026-04-26,upgrade,free,digital,24.0
u_01586,2026-05-18,start,,free,0.0
u_01587,2025-05-30,start,,free,0.0
u_01587,2026-03-26,upgrade,free,digital,24.0
u_01588,2025-09-27,start,,print,59.0
u_01589,2025-04-25,start,,premium,39.0
u_01589,2025-12-21,cancel,premium,,0.0
u_01590,2025-01-28,start,,free,0.0
u_01590,2025-12-24,upgrade,free,digital,24.0
u_01591,2025-02-11,start,,free,0.0
u_01592,2024-12-12,start,,digital,24.0
u_01592,2025-04-11,cancel,digital,,0.0
u_01593,2026-05-25,start,,free,0.0
u_01594,2025-07-10,start,,digital,24.0
u_01595,2026-03-03,start,,print,59.0
u_01596,2025-12-21,start,,free,0.0
u_01597,2025-02-09,start,,free,0.0
u_01598,2025-01-30,start,,free,0.0
u_01599,2026-02-16,start,,free,0.0
u_01600,2025-04-02,start,,free,0.0
u_01600,2026-02-26,upgrade,free,digital,24.0
u_01601,2026-04-29,start,,free,0.0
u_01602,2025-01-18,start,,free,0.0
u_01602,2025-11-14,upgrade,free,digital,24.0
u_01602,2026-01-13,cancel,digital,,0.0
u_01603,2025-12-18,start,,free,0.0
u_01604,2026-02-17,start,,free,0.0
u_01604,2026-03-19,upgrade,free,digital,24.0
u_01605,2025-03-12,start,,digital,24.0
u_01606,2025-04-10,start,,free,0.0
u_01607,2026-06-05,start,,premium,39.0
u_01608,2025-04-02,start,,free,0.0
u_01608,2025-06-01,upgrade,free,digital,24.0
u_01608,2026-06-26,cancel,digital,,0.0
u_01609,2025-07-30,start,,free,0.0
u_01609,2025-09-28,upgrade,free,digital,24.0
u_01609,2026-06-25,cancel,digital,,0.0
u_01610,2025-08-01,start,,free,0.0
u_01611,2025-03-25,start,,digital,24.0
u_01611,2025-08-22,cancel,digital,,0.0
u_01612,2026-01-27,start,,free,0.0
u_01613,2026-01-25,start,,free,0.0
u_01614,2025-06-23,start,,free,0.0
u_01615,2026-03-04,start,,print,59.0
u_01616,2025-02-24,start,,free,0.0
u_01616,2026-05-20,upgrade,free,digital,24.0
u_01617,2024-11-04,start,,free,0.0
u_01617,2025-04-03,upgrade,free,digital,24.0
u_01618,2025-10-03,start,,premium,39.0
u_01619,2026-06-26,start,,free,0.0
u_01620,2024-11-28,start,,free,0.0
u_01621,2025-02-21,start,,digital,24.0
u_01621,2026-02-16,cancel,digital,,0.0
u_01622,2025-09-15,start,,free,0.0
u_01622,2026-02-12,upgrade,free,digital,24.0
u_01623,2026-02-14,start,,free,0.0
u_01624,2025-01-02,start,,free,0.0
u_01624,2025-07-31,upgrade,free,digital,24.0
u_01625,2025-07-05,start,,free,0.0
u_01626,2026-01-17,start,,premium,39.0
u_01627,2025-06-18,start,,digital,24.0
u_01628,2025-02-07,start,,digital,24.0
