user_id,signup_date,initial_plan,country,acquisition_channel,email_hash
u_01074,2026-05-16,free,CH,paid_search,f6cc8c1e8e87be77c348d136f60a86a44fbe6bab9cc76ce86e81883329c8e6d4
u_01075,2026-03-18,digital,FR,paid_social,685ae3346ed61504d27b98ea76afc328c794e7b56d0f9d43c32b8755344dda1a
u_01076,2025-05-13,free,CH,paid_search,870369d85ff288ade2dfdcc34b125a03afe1a438b9c00a7a3364dcd1db386b98
u_01077,2025-09-23,digital,CH,organic,e312ca4268f9616e57a6fcb3bb7a8abf0bee0af7d933d662f1ea2e3757ba6a47
u_01078,2025-09-05,free,CH,paid_search,ac8968b1514679e3ae45fa56c8f82d9b7d25fbaa4b5be7ac4b28f23566eb8608
u_01079,2025-11-16,free,CH,organic,6a4b3f4858c44a8cc272de26fb7bafa25280158e2b0a3b7676e67ac44acee008
u_01080,2025-05-22,premium,DE,organic,856855ebce83201572951181ea1a09fe4dbaa56a64df56b77c3fa4f2ae8fcac2
u_01081,2025-03-18,free,CH,organic,c6d8eae732a395af609a6b71970c4872c8d8fc0abfc15077b7ea9b3c6b5acec3
u_01082,2026-04-29,free,CH,referral,8d617a90f2b1e51bc29439c8646967d9dc52d6eaa1d015829f8d71bc5f23a369
u_01083,2026-05-07,digital,CH,referral,70124a2a790d0f25aa48ff2862ae17168c703b0861fa77713503994de41fd776
u_01084,2026-03-10,free,DE,newsletter,d1b71b7ab6e524c5ef12ca580e427ddf8e42aa54e9ba9c8fffe196d34406972f
u_01085,2026-06-15,free,CH,referral,2951ae70134279a4a232a9ff814cce32172a89d739b65a10839fa756d3ba792a
u_01086,2026-01-17,digital,OTHER,paid_social,47c1f62b7a6c7d72b6efe17d88d6040133abe76b5caee81751b2805dbd77dcc3
u_01087,2026-01-23,free,DE,paid_search,db09d14fbe0aadfbe5b0f36f1f930da107e70c5d12869c4a0cf1a251d012fcc4
u_01088,2026-01-22,free,CH,organic,842ddbdac11e289167f631297697f9d5a7a05d941b1df9bee7c15018086f5927
u_01089,2025-09-02,free,AT,paid_social,e3b0261083a190832f1ebdfd53b9cb9ec220e4331e9c41b3100003cbb288b0be
u_01090,2025-08-18,digital,CH,paid_search,17905b78b065bdd8c263c6a8186e18b4aa3bba9c6aa15a3cb30f7fc44a4cb9c5
u_01091,2025-03-16,free,CH,organic,cd94e668e4ee28eaa56070336e89efbac811cfb03f02bf95092a37c3e700d648
u_01092,2025-11-25,free,CH,direct,74f3ddafdb7ab67569c216f8f4f138767f9240e745f91d55299980be6bd5f782
u_01093,2025-04-20,digital,CH,organic,d99fcb11ea23efc74026c192d63c1fb979b1b42ebfb688213776afd97564a6e2
u_01094,2025-03-28,digital,CH,organic,0e79b6d5feed2013105c0f6db86000a681369945899193948bc3d67dc278cdd7
u_01095,2025-10-14,print,CH,direct,98c1515ca2f48417a6124f8adeb0ca09e5d9cd0eaa7d93d467d8c2cdc14df2da
u_01096,2025-07-15,free,DE,paid_search,117b98a3ec6c88e983ad7fd60dfdd362a8724bd58d6bd71c6603304b4c44a466
u_01097,2025-02-28,free,CH,paid_search,3bb167c68e3be4486a6ca4c7e69d2247df322f2e1b0acc052001ea7e0c46a358
u_01098,2026-02-19,free,CH,organic,ddc90e07c4be724b165eeb2d88e285fdc5dd3a8498c775812474ca52e404a153
u_01099,2026-03-22,digital,CH,paid_search,f5302f4c7db804d3ab40159321c9442e57749e9e6d1efdce18f910ba055e2b27
u_01100,2025-01-27,free,CH,direct,5f523716841048c673a6571cb75978dbce5d18165f368f7409e91807da79f979
u_01101,2024-11-06,digital,AT,referral,3b9969da105df3e0cc05f4e0d0c44dd82bd562572a61dd78f53aabc407a9b31b
u_01102,2025-05-23,free,CH,paid_search,29a0b110202ceb1ec3e1e39e660ef00c57edf7e1a9f77cbc3b0a9f14d6f2c477
u_01103,2026-02-05,digital,CH,paid_search,61bff77c54f3e3e1f7b4a3b3065558da95aaa43199ff6c45244482ccdcab4cb4
u_01104,2026-03-07,digital,CH,paid_search,b3c8d4c24751ef8a01afd8a6f4b9e4453622b87de3e1726c055ef42d2d2dd71e
u_01105,2025-01-18,free,AT,paid_social,1b18d0ada1e0084338e9b19544cd101382a3110f757a9c4063f9d3d17233d5d7
u_01106,2026-01-26,print,CH,organic,20ed677db7ec5dc725837f23f1c5442984a00c0508ec945e823aab26b657d7e3
u_01107,2025-01-11,print,DE,organic,eb03ee7c40a52bca7b59a5d50cd9f06cb124556cd8dd473c284ebc07040b6b46
u_01108,2025-07-01,free,CH,referral,337216628d758d9d59e9812dea28a118ede14fe0301c7d8954f6de4f57c57e41
u_01109,2026-06-30,free,CH,newsletter,0e182cd10d6d814684d0af84577358ab8a2a1514ff2fb0a3a8b35fd8ac5426f2
u_01110,2025-02-09,digital,CH,direct,d204249c98c6d7dd058a806720825c7808edcab5ed60152772dbfa8b8d8be7f5
u_01111,2025-01-23,free,CH,newsletter,26ac07cff57d01b1d1776a9b5e44043c203e37966a0c71f468b8ace673747d19
u_01112,2025-07-25,free,CH,paid_social,2d47cec41668cbc451506057f67a133d84a65958250999108201a1ef652acb21
u_01113,2025-11-07,free,CH,newsletter,207d6cf13ca7c3daca145c6648a75df837cdda82c9638ef730536b80d260fbd0
u_01114,2026-05-13,print,CH,direct,1483e2840b5cfe90d86d50ba6e228afda020220fa1b09a3ac435e5695f946775
u_01115,2026-06-17,free,CH,organic,b2d3578a6d1bd7d369ed7faf5419599c84324b0e9cca58d8a06c1d7e7f02b896
u_01116,2024-12-20,digital,CH,paid_search,1b7ae508cdb1d12e85ab724923e2b7e94a68cb5dd507301b0114f2b038539cc3
u_01117,2025-01-18,free,CH,organic,0760e40d1bc4859c8e6d9c562f59d36215b14483804fcd5c3fde6ef4d95e2627
u_01118,2026-01-31,free,CH,direct,acce6ad28a9004e448416f03f1f1055fc7b877ee523d9901855aa4486a1e9ccc
u_01119,2025-04-06,premium,CH,direct,68defc702927f596a5a8648fe1222e0a13127c05bd1d7d179d40e697cbd70752
u_01120,2026-04-09,free,CH,newsletter,53bcc6e1a28576b3c8a5a2cd4bfbbe720c6b4638b153dcbdc4845b024ce23510
u_01121,2025-12-08,free,AT,paid_search,3cd19be497114e6a4d5c690f8c741b05f855dd3fff4b65176c22f3c36dae0ed4
u_01122,2025-01-09,free,CH,direct,d20bcfd10f1f94f657549988452c9378edc6bd13c65423cb6174cd581cd01b17
u_01123,2026-03-02,digital,CH,organic,b5c4392ad77e249c90ba8ad98c67b5f1d251d49d271eac205158cbdef894de83
u_01124,2025-01-30,free,CH,organic,b0130ebcec533c8d9b38fdbb1634914aa36ad1eccb0e58fc8fc89e8d1b8abf96
u_01125,2025-07-25,free,FR,paid_social,d5858be633167e7520f95120b8b667a4fa2e758d8fe85f38816fa7f75a6e9a36
u_01126,2025-09-25,free,CH,newsletter,11a3e22dcff1172d362efdaff4cb46c49a063174883dc5a9c1dec937c78fe80e
u_01127,2025-09-09,free,CH,newsletter,104fd7e62b66b512aa4a06c47d87c82a5083b0bf7d27de4f7429ac5559eb14b3
u_01128,2025-12-25,free,CH,paid_search,bb2d2a7a9c8883b095b29d40fcc60b439ed044745bb6393538de3ca845c77941
u_01129,2025-12-01,free,CH,paid_search,bd57b94a25382547dbc8c763cb715a575d2e3a9b750ad82abfbd818c3bd4cbeb
u_01130,2026-06-25,free,DE,paid_search,5224e6593b50e2214bd858a3158502c4d9c56401f3523046c62a895a262b299d
u_01131,2026-06-30,free,CH,organic,6fbce1a567a7f2ea172427181fe9ce85f74f6abaabb9e66a6abf5ab818da3041
u_01132,2025-09-14,digital,CH,newsletter,d901237e031e702e0f09d778ac7cb3801056ba2c4d81091546a6cc94a5d48b5b
u_01133,2025-01-04,digital,CH,paid_search,ba4cb94babee1e0f8c27482dfde9ef89c347eae044a11317217ecc92ae9bf3c2
u_01134,2026-01-11,free,IT,organic,b5ae1fed8945b803ac9ddabefbd94e0fb09c30f06ef17849a7ca5c72de42ca97
u_01135,2026-06-14,free,DE,paid_search,49427878f729e851ea5f3088c9f15105f77fac976429b0da53495456767e1f50
u_01136,2025-05-11,free,AT,referral,da762086ee3cd908da93753d69fc2299092d31fee8434ec7f5792639ca831f74
u_01137,2025-08-21,print,AT,newsletter,7b76bd48da9a1a23f60bd355a646647491b8cf63b77ed01d5fd97dd45ddd6a28
u_01138,2025-07-26,free,AT,organic,9f55e44f86661001cf8430518da0fb66317116ff473b249c281b0e850ac8a5c1
u_01139,2024-12-07,free,CH,organic,d6f7b8d1dbeb316247bcd9b0227fedfc2f3caff2f423d2e9d779dc5dc8629618
u_01140,2025-12-15,free,CH,direct,a89ea66451ede2b277c21bf2bac27efcd7f8fd76bf5e460c5d5096cfb61622a7
u_01141,2025-06-05,free,CH,paid_social,71cd75728eeca030f9fc96a83edaf01486f3be79a2a55ab44941eb6ac9d78b62
u_01142,2026-01-30,free,CH,paid_search,a41cab8890510de487bef4ab3688c05ed79576d7d6466a0f595585198c35deed
u_01143,2026-03-02,free,DE,organic,e584edfd4dad5165d17654ecf1b808758f087aca76341fd0f9cb8f1fd75d8ddc
u_01144,2026-02-22,digital,CH,direct,bd3bf6454c37171f36a874ad2bdafa76af2061e1794031a01d59a72ae9943011
u_01145,2025-07-20,digital,CH,referral,1c278954955345b199542906e2bbfb33bca89860997374bec61ca2c8f7215751
u_01146,2025-05-13,digital,CH,organic,5b77dc3b06909d9a275077680219cfc4e38deeb8ce32cfe50baa14bf34994448
u_01147,2026-01-18,digital,CH,organic,8686845d7e1830a99cce2f74e05836d5535fcc811c8cfb1308371523d0b77a29
u_01148,2026-02-08,free,CH,organic,f173d2a036f269cc47d7ccfe26d99bbc10d6921de3e41581432b23baa76d27da
u_01149,2025-09-06,premium,CH,organic,fb245f7d80d6309c550a8cddfe2656d395401120a56ae122625dcdb43b1a849c
u_01150,2026-04-15,digital,CH,organic,ce4c957f36f95ed317ee24f98d31ba4b29874f08033c1004fb46b61b2c4e4454
u_01151,2025-01-20,digital,CH,organic,a14cc3892c053fb70378fe12045f0f4cbe7c1387287b600f3161c3f395ca2e56
u_01152,2026-04-05,digital,CH,organic,b80d1044fc357827d9ae7a6ac2ab820e41ccdcdf3f178706822c3013331b6bf8
u_01153,2025-01-04,free,CH,paid_search,b77e89b2d26f3eb876bf16949de36f9677224d9063da3959238b4f2683af4951
u_01154,2025-01-23,free,DE,paid_search,c4124e2af27dd749926787133d8930e25593a8558ecf9048e83ca339fd458cd2
u_01155,2025-09-19,free,CH,paid_search,ce035ef40020685055f90ef16b9fc32d9590a9ce97aebc4e5aecbbb80b19737d
u_01156,2024-12-19,free,CH,newsletter,0b10c3d2034363a1acb6e5a6235f9171fac9ed0f2d87888ce98ae1a8b356ddb7
u_01157,2024-12-08,free,AT,organic,065738821838b908ce9c371356fddd4e9f9fbffc088549834f3bea55fce6a600
u_01158,2024-11-01,free,AT,newsletter,6af55d163cdfb275f3fc1d7c75d5f42ba12d02f314d9519e8fc043046c91a064
u_01159,2025-08-03,free,CH,direct,a326531671f6f8f9bf323409bfe2dc6dd07bd31ce46470eadba82b5f552472df
u_01160,2026-01-26,premium,CH,direct,5f36f15b8ca4a9139bb4e4b399dee02d4f5132b8507a539d8f35e6706f7b9333
u_01161,2024-11-25,digital,CH,organic,94c8d8c7bb8bde60704679ffd818510a82344d176bf578490bccfe896041e75b
u_01162,2025-11-30,digital,DE,organic,ea3c84f58ef9716171fa5549a440cce96a9a6d9793a90542568ad2ed7bc47635
u_01163,2026-02-24,free,CH,paid_social,3307b94f295c6ae66f726789d69b783c0a62c9c4d354440b5983bb88257c2533
u_01164,2025-01-28,digital,FR,organic,faf154eeab69bec12cc275fe12f9f9b62d3ee51d4a770295e2d706580bfdd876
u_01165,2025-01-21,premium,DE,organic,74889e8cae48693bd312d45e6307d21b340174a34dfd52f1ea0580daabe5227f
u_01166,2026-03-23,digital,CH,organic,7a6db537083e6c601753ac5f9bea810007ab0490b5584229a2c17e1e094cf9e9
u_01167,2026-02-24,digital,CH,paid_social,13f550d446a1a1470b5c0ec293acdb502b3e33239466d52efe6a1f153752a5c2
u_01168,2025-09-21,free,AT,newsletter,10f80cfd6814292073a02d2f2ce717e68a898a5e633716ef17577ea88d23584f
u_01169,2026-02-21,free,DE,organic,37c59469a3a617a85e7938b99843a5ead40bb761e35ce1c6606d50bdeb18c350
u_01170,2025-01-03,digital,DE,direct,4b1dbb762c5819ad21b3dbab231a1767423876b66f77edc0989f67ff0f0fef1b
u_01171,2025-07-04,print,CH,newsletter,472005965ddab4ae5410938a2d027b1583761650cda47fb92a81a5d1127f8633
u_01172,2026-01-14,free,DE,organic,f9d72ac4805a793f3769214d5c3308292038ed653a4bb0e47097143eda3d71fa
u_01173,2025-03-28,free,DE,paid_search,3ef308fa983699612caf4cc7b0311b3027ada6adf86ea1a66c8f8eb397ab449c
u_01174,2026-01-19,free,FR,organic,61d883569b874d0e03d857c5f20cebdd7264a564169a4497ad007dd556522ae2
u_01175,2025-09-10,free,CH,direct,58ccd2fca13e91ec455dad642946e9ef4767376bbbae6d75b4d825514c4cb75b
u_01176,2026-01-18,print,CH,referral,0e176800a1a08ca1b1afd393a9b036784aee5c5f08bfd77bdec92505a2791e59
u_01177,2025-08-24,digital,CH,referral,debe8f821bc9e9a9b0dc3fd93a289d98d7bde8f942bf41aebaa1c5b9aa34b0e7
u_01178,2025-06-15,free,DE,referral,ada1df9bc40360a16a6b5cffe1084ff963227e384fa3340d0e5c31059b1f21cd
u_01179,2025-03-01,free,AT,paid_search,30f5594b29a536f31d52fe0455ddd1976668173e414e02fe95edb8505c55843b
u_01180,2025-02-21,free,CH,direct,947429759570799646ff477dcb7ec605fc4c3c5d45c68252126c060f41ac4672
u_01181,2026-01-19,free,CH,direct,7de9b32d5db893ddfaa115e5622f75a8e8f8ed00961db8698795aacc81ecead7
u_01182,2025-01-12,free,CH,referral,a3f4a75cd59a2600a54ab7086595f90d9026ff90d764abc619afbe496f46872d
u_01183,2025-01-01,digital,CH,paid_search,7ac21b1d57b2b4f01eb15ea4866912f94e9089d271a4be7807ac2d90e4d544aa
u_01184,2025-01-30,digital,AT,organic,a27661700c980037a13a992815afdd164066723568758c119ca6224b8e9d37b0
u_01185,2025-01-30,free,CH,organic,c8adee7061099bd173be947abb8c19844e79d4b9a4853c110b97b1c14caca021
u_01186,2026-02-24,digital,CH,organic,b354d0765db5b0e3de0ec548c977311dfc6ecb4d36033065c0744ec9ac6b0063
u_01187,2025-07-07,digital,FR,paid_social,185a26f6c0244c7606f988bbf2d03fa78161b88bd708b17c3298c53ede86e94e
u_01188,2026-06-24,free,CH,newsletter,f3f66d5e2c343246bb79085060f49deda6103f0abd93eef4cca9bd4841429e83
u_01189,2025-01-18,digital,CH,direct,1de304dfb8705ef323af212f368bf0fbafa93cfdb36a2ded16681f21543a9f51
u_01190,2025-12-01,digital,CH,organic,97301142e5d0751ebd6eab47849234365ecb032b23c134f06f30b65db74b01fc
u_01191,2025-08-12,digital,CH,organic,027f26ddef9f5c850333b5e4014ff9cfd9941a7883f5aa49bcfdef6fbcfa8edc
u_01192,2025-07-03,free,CH,organic,58c0728effac9c907f7fb47f4444917d484139251ec45d30aba88d7cc3f92b9f
u_01193,2026-04-02,free,CH,direct,3a04d0c9ed7a6fe05889187c69437877ed2e69d192f4abebc16bdaeac0b13cfc
u_01194,2026-06-13,free,CH,newsletter,d397dd5708af347f267566bcfc6d7b671e504047342344a2cf3d010d4676fe23
u_01195,2026-03-31,free,CH,paid_search,349e22823d3eea74acd6be172937aff5eef42d7af04ff933efb1203ff7fbd98f
u_01196,2025-02-09,free,CH,paid_social,9304bb35d54f5dae30beb9b4ae60cf5c6681c36f7a1e85a2eb6a1aa5f735416d
u_01197,2025-03-02,digital,CH,paid_social,acfbe339855f417303cb980ae0859565d9a812ef57635d2d7b39d98e0b1f9af7
u_01198,2025-12-03,free,CH,organic,dfbee913aca986f2ee125035f03736613d1ce555108f1e98adc0713110a03d76
u_01199,2025-04-20,free,CH,organic,12be32f5f9e4dc0f839cd91442d0a5483c7f584a0316da559d0606c95402028b
u_01200,2026-01-13,print,CH,paid_search,8773b860d2a129d9fe1858f83bc3e7896a69f045b4425d8664a5e11df2eaa28c
u_01201,2025-09-30,free,DE,organic,707744841800b95151e2126dc51d0856d796bd7d7be969c4242e8eec5fc00f52
u_01202,2025-09-25,free,CH,paid_social,0c8a96e968428d4d3153055cd14f0a9be2591b888ff9e1691b902dfca77f578d
u_01203,2026-02-27,digital,CH,paid_search,6b9974ea125b4558bf5a718165ebb3c8f0b8b162e58ec59b6a732cd5367e659f
u_01204,2026-01-05,free,CH,referral,7521629f47ca468509973ed5fe3d6007687618c2f02abccb03a815b3ea2e02d4
u_01205,2024-11-20,free,CH,paid_social,f0e52ce99c5d69f55cdb1a68c8fb9836855a3b0eab02d04af0bb2ec8c282d140
u_01206,2024-12-06,digital,CH,paid_social,5ed4641622561da3bee42b4c4d802cab8cabbceeb7eae24063e75d6abd6ab041
u_01207,2025-10-25,free,CH,direct,b9b3f1aa9729418163a8364556bceaea4e0d8c050105e852df78ae2ee50a3614
u_01208,2025-09-04,free,CH,paid_search,ac55321cffdaab8ab1070b966eb4c3ed46faa2f1f0d410f6b421bc7213b5f293
u_01209,2025-03-30,free,DE,paid_social,76a5d7d482dce8d9d957c351cb8e1ea6239c99fda04afe0f68d409cc7d6f87ba
u_01210,2025-07-22,digital,CH,organic,33da7f0626bae2027084c5285f6feb74ca800c8cce1599824a486b8f04e671f5
u_01211,2026-01-21,free,CH,referral,94da6267bc3d0493720981c80fd69e27f9907b7d12159b9ed35d32e0305b9076
u_01212,2026-02-26,digital,DE,paid_social,5d2c77a5e8b358da4101889f7a233101a01f16e08f23c38b0e7f754a39a0a07e
u_01213,2025-09-28,free,CH,organic,0bdc74447b0117c38ca034d6b1610dbc5a963210c56d6e6ee80fdc96dc67680f
u_01214,2025-06-28,digital,CH,organic,83fb74f258c131157f4be40b368b257aa7b740f7843a469219b9716a5a5906ef
u_01215,2025-04-06,free,CH,referral,7f1bfd773c68f5ed8eb4d0a0c397343eac8d466ede6e1ab006ebad4634f816c9
u_01216,2025-09-16,free,CH,paid_social,4b45c1878537a90d8477035c5fdf241d601c7f255e73e00efc498d8aa5a382d9
u_01217,2025-05-08,free,AT,paid_social,0557c0ab13755fb13617a1e76d95b5fcdf456f93cac747d3b68e2030b1ab7c94
u_01218,2025-09-29,digital,CH,paid_search,6b89f30fe648f368801eec62f2bd5eb38423b794a0d69159d30b3b83c4e8b80d
u_01219,2025-12-18,free,CH,paid_social,8e97ce35da6598b0aec4039f7d3279c499ed936c50a30d4a9bcd54f921313bed
u_01220,2024-12-18,free,DE,paid_social,203e39dfb64615befab68a8392cd9e08b386a6540573b3a46a3561e115a78bcf
u_01221,2024-11-01,free,CH,organic,861f34bda9ade875dc13d1f7b8ff8caf49c9d6ab16d78e1f560ef84acbda77a5
u_01222,2025-02-24,free,CH,paid_social,41e15bcfd9e181a2f66b4cc92ad4cbf230e876f5941135bbef19411b2061697a
u_01223,2026-04-16,digital,CH,paid_social,641126c79b4be87e93e2aa4d82692a5a87a1f2c2fc2e7f978bdcf7254b70503e
u_01224,2025-11-26,free,CH,newsletter,052c0fb664cd972f584f67c802af0cc084a1353d233ba696455cc6aed47afb57
u_01225,2025-01-29,free,CH,paid_search,a67a95ce4af8c16e4c0f2e5f936e4add914a56491b6077d0fa7659737c7ed814
u_01226,2026-04-13,free,CH,paid_search,02f1d498489e95084c1858a8839293b71b90c3f51c8aa830ecceef2f5066d6ef
u_01227,2025-08-27,free,CH,direct,bb066b4360136f1b4d08d33e3ade39f9304cabe051a9b80814d35b7c1b5fbd58
u_01228,2025-09-01,free,DE,newsletter,efcc5d033f26266348f5828782f7557e326efea88133b1b7ffac7be409ddcc36
u_01229,2026-05-15,free,CH,organic,745f2f0815e791632f784bee3bf4fa9bcd6a5d18dbf0b1e087cbe2133c724385
u_01230,2024-12-13,free,DE,direct,fe338a6dcb1bb68b2e819b0f3dcbda635fc18d88f3b78563e4048739c1c85175
u_01231,2025-02-26,premium,CH,organic,261b206728a4978411cb363e4465436874d1db55e93c0e56bde2b5c5b92e9cff
u_01232,2025-10-14,free,OTHER,newsletter,cc5ec5993287e038e173820173303d6d2e3fe63e9fbae2ab9d60893f769f500d
u_01233,2025-02-12,digital,CH,organic,1ef10e7f06f32bcb3f91399cdee7e510786d25c1e6bb244c0734d57661d8c950
u_01234,2025-12-20,free,DE,paid_search,d1b2f44d62255cf74e4d586d817b52d07b78266c4faeee8ca79a43a154cd802d
u_01235,2025-02-25,free,DE,direct,1b72d090ded4e3d92f7b77db65593f74b7b8414b16b67cdf3bb1b44063424faa
u_01236,2025-01-05,free,CH,organic,b84f78e39fa265447796a06c0fd049388b4142a0166f32b2dfc0008e9908cdcc
u_01237,2025-02-20,free,CH,newsletter,f1805496005a2c3d9aeda2c614815a5bea417b753af216b5c2bde76fee84270c
u_01238,2025-07-25,digital,DE,paid_search,fae31b8a7dd8bd09ad02d623051c116b6d69cdf80b249000a8186d6ee69fde1a
u_01239,2025-01-30,digital,DE,organic,cb0333c6fb321940132e6b381c2f7234030f61d53d2b629e7bc0a0e5bba25cd5
u_01240,2025-01-17,digital,CH,direct,ae0ae0f2db21344b5e56ebb1c94eec2a36367eb8746c5c15e2a2819b7ebd20ea
u_01241,2026-03-22,digital,DE,paid_social,642e9e320254c4a9a92d379581fa7122318886d86cea3a6cfd9d73c26177bbf1
u_01242,2025-05-12,free,CH,newsletter,0b40e3f6a5e8b287802bdd2ca106e4940b2d2c971cf58d18741f938b81e1036d
u_01243,2025-06-10,free,CH,newsletter,12f2561f943546ea8751cd5fad16ea3117b934e6b36c8d4bb1ca9fb49a879bb0
u_01244,2024-12-10,digital,CH,organic,407f1918628bfc09affce7fb8fdb088065da94e46df65139d8537f7818c0845a
u_01245,2025-06-08,free,DE,organic,8eae56f1471e48b07fcc0e13ad5dda4ace1136eebdc5cd2335d55ecfa1798e40
u_01246,2025-04-02,free,CH,paid_search,44eaeab8859c523911e3f2f6f00fa476465d5a261b139bc8ac0aa41598ca5c3b
u_01247,2025-10-31,premium,CH,paid_social,7fbb031df171465253a1909e34a222eff14e26a7dc39f5705aabcf2c2d4da8e7
u_01248,2025-02-19,print,CH,organic,bd665546fa7faa2e55ce1fcbe41e4f49977c4683377fb24bd2f3af5a1a04c5fe
u_01249,2026-04-11,digital,CH,paid_search,185c1ee28301b3a7a59f8cdb830200afdf32ef9adcffc3ab6a8a725a5df153e5
u_01250,2026-05-11,free,CH,newsletter,82032fec5c1e3ccd7f7febef2a3ad4a83b7cde02d833f557339ca43dafd98f2d
u_01251,2025-01-05,digital,CH,organic,0bdbfca87a0c852fcc85bd0ca205b979cf26bcd4396f7b2225a7ba7ccfb9266a
u_01252,2025-01-08,free,DE,referral,ad21c7f641c08e7d5f69cf7cffdfd68cbfaa5da83406e882a9a236a77e2bb3a4
u_01253,2025-01-10,free,CH,paid_search,fbd86c837dab40178fa9ee9967f4551458eb95960e18fdad8d63c9e511994b22
u_01254,2025-11-07,free,CH,organic,cb8c6e5eed5f7fc50ba2d7e873c4ec8c415a542bfcd18d258dcff5da64146402
u_01255,2025-01-13,premium,CH,organic,27e785595285e89181cbd77d5bfe22824a926f6ff5b42832ddf16397ac1f05a2
u_01256,2026-03-17,premium,CH,organic,173387a3c1f9abe9a6e86a3025f67d85b530850ca562ed7969bc88aec3e3199b
u_01257,2026-01-20,digital,CH,paid_social,6644fc4231cb2bacadaa405e0eb739cae4e4c39fad8c68666765e1970e532c24
u_01258,2026-02-21,free,CH,organic,906730c7c3425db4b565009f96a784db9a4a950ec546ca8d87536ddf85cb9321
u_01259,2025-09-17,free,CH,newsletter,55b292b9d24bf0dd1020a1782632dc8f807bd90ac2fd27ce6dd5a1d2c03f1e79
u_01260,2026-06-28,free,CH,newsletter,758987d4f5da0235fb47a16ce9fb533abff7942e681b2279a2b1e0bc575df676
u_01261,2024-12-02,premium,CH,organic,4f3ec0a28a8f4f459c1dd3b9fc378581660bf7459c8bf9427946c8bd94ba62cc
u_01262,2025-07-09,free,AT,newsletter,6e5c8258a0644e1def7c51de1a807b9913289a10979186b634097de9f60c9743
u_01263,2025-05-15,free,CH,direct,e74ca5fe73db48291986183bdc95bbb01c06e4ad35787392283861d5a6711f0a
u_01264,2026-05-25,digital,CH,organic,5651b83dc01a074260a8722b8825f3fe82b24389439cdce2a07fe37470155222
u_01265,2025-10-07,free,CH,direct,ad6791a05f73c85fd3dc7a24cd078cc51f186d55cdc47e41a020576550a56047
u_01266,2026-02-11,digital,CH,organic,12605ace2cad082721a980cadda3bec5a2ca9f3a737885818f5e3c6df97e71e2
u_01267,2025-01-28,free,CH,paid_social,5d169b0d76a8c3300c873b113fe9ad624b9918c2b735da61fed18c063b94fd77
u_01268,2026-06-15,digital,CH,organic,92ffb5881095b88be19b034ca4afd0c676cadcf769136aab29d3eb9bb24568be
u_01269,2025-09-08,free,CH,newsletter,84069c5843594786b873133fd86540b5ec303d62314a1cff1456e464b7b4e683
u_01270,2025-09-06,free,CH,newsletter,7df31574835207b04df07e2165e8e52923a45b69d532ee4d23302aa6725879f9
u_01271,2026-06-10,free,CH,direct,a7532507ad3fb4eb00e11193a1b183ecf8502ca197b0c78a3c998007c2e2973a
u_01272,2025-06-24,free,CH,direct,a26c5afcf035c2e3159436c546622d2febd860336d397b33e657eac3ff56bb11
u_01273,2025-07-06,digital,FR,organic,570b634a6b0b40804076649f0c4688823c1c0ed76facd0c18dce396aa4558e7d
u_01274,2025-10-13,free,CH,paid_social,0348730a2a90d677afcd5a9a3015851df6309de6e287de0c83f232fa6e441572
u_01275,2025-01-15,free,CH,organic,0045b96381c687af9f4d3517552c732cc1da1bf9b55e391e58d49ab57f00247f
u_01276,2025-05-13,digital,CH,organic,c700168aa0e5f499bb9b799c2c443a475d89e50c79476bf31bb30af93744a088
u_01277,2025-02-10,free,CH,organic,7f2a52310cb1bcb7c926e2dac2982f61537d7180e080a92df7d58edc6f6deacd
u_01278,2025-01-06,digital,CH,direct,dcab5b100383336de0016e6767a557185a6600afa0ed3e4de6e81ea4be8e0957
u_01279,2026-03-26,digital,CH,referral,b8e40200961e43ceaa49f96f6a8ad6134b089730543427757a6a38915f420a91
u_01280,2025-10-16,free,CH,organic,e5e3e6fabcd11ae096fac2be60854e35408fdc777364dd85e8a35706e2ba5987
u_01281,2025-06-09,digital,CH,direct,183935cd0485f2122209bdfcdd3cbc8647eb54fdebc26b9cbed2701d13fcd254
u_01282,2025-07-14,free,CH,newsletter,eb2b186f2322a0983697cb2f2ca2da914e3ad3c07b1f1c53fde915d92ca6ce54
u_01283,2025-07-31,free,CH,paid_search,e72bf2e810a60372d28fc4d52dcad11f28d0f69aba7972086f0f2729550acedb
u_01284,2025-11-17,free,CH,paid_search,5054945c5b3a382b7b0a06f80f81e320f181c06cd878cd962a87b4f011de1de9
u_01285,2026-05-09,digital,AT,referral,6f20b7979f8f3eb75625631f902db3c1d67a3604e5c474b3403781f670183d4a
u_01286,2026-05-13,digital,CH,paid_social,4d7961f9c8683da2a0e3633c9a8e51e3df6f453f9140090eb91e38ae01e801d1
u_01287,2025-07-02,free,IT,paid_search,c6b583207852ae16f645ed65f220f5069c560ded6df4e78a44a900430d7a11d9
u_01288,2025-05-19,print,FR,paid_social,32cf3529bc554017b08351aea8c8a01d131e2d2a0e303689539546af65462277
u_01289,2025-08-14,free,CH,organic,1665fe22107acb9bc5f6e9a979ff012fbdedc15f8a0c4d548078841dcfbb9ec3
u_01290,2025-10-01,premium,CH,paid_social,5fb48a602416286c3e999ff896306a145fc70ce64159eb32707f0acbc317b8d8
