article_id,section,topic,paywall_type,publish_date
a_00590,lifestyle,reisen,premium,2025-09-19
a_00591,technologie,gadgets,free,2025-04-13
a_00592,technologie,ki,metered,2026-02-25
a_00593,sport,ski,metered,2025-12-20
a_00594,politik,eu,metered,2025-02-08
a_00595,lifestyle,reisen,metered,2026-04-01
a_00596,international,klima,metered,2025-04-10
a_00597,meinung,gastkommentar,free,2025-09-18
a_00598,sport,eishockey,premium,2026-05-23
a_00599,international,klima,metered,2025-12-19
a_00600,sport,ski,free,2026-05-24
a_00601,feuilleton,literatur,premium,2025-11-01
a_00602,international,klima,premium,2026-03-07
a_00603,international,afrika,metered,2025-08-09
a_00604,wirtschaft,immobilien,premium,2025-02-11
a_00605,feuilleton,literatur,metered,2025-02-16
a_00606,feuilleton,film,premium,2025-10-28
a_00607,wirtschaft,immobilien,premium,2025-01-27
a_00608,lifestyle,reisen,metered,2025-07-29
a_00609,international,amerika,metered,2025-08-09
a_00610,meinung,gastkommentar,free,2024-12-20
a_00611,technologie,startups,free,2026-03-30
a_00612,sport,eishockey,metered,2024-12-16
a_00613,international,asien,premium,2025-05-11
a_00614,international,amerika,metered,2026-04-05
a_00615,technologie,ki,metered,2024-11-23
a_00616,international,afrika,free,2024-12-25
a_00617,wirtschaft,immobilien,metered,2026-03-28
a_00618,international,afrika,metered,2025-04-14
a_00619,sport,ski,premium,2026-05-07
a_00620,wirtschaft,banken,free,2025-01-31
a_00621,international,afrika,free,2025-02-08
a_00622,lifestyle,gesundheit,free,2025-10-16
a_00623,wirtschaft,makro,metered,2026-06-02
a_00624,technologie,ki,metered,2026-02-05
a_00625,international,europa,free,2025-11-05
a_00626,technologie,cybersecurity,metered,2025-04-10
a_00627,sport,ski,metered,2024-12-13
a_00628,politik,eu,free,2026-02-18
a_00629,sport,tennis,premium,2025-01-11
a_00630,meinung,leitartikel,premium,2025-02-15
a_00631,lifestyle,reisen,metered,2025-07-26
a_00632,wirtschaft,unternehmen,metered,2025-06-05
a_00633,wirtschaft,immobilien,metered,2026-04-11
a_00634,international,europa,free,2025-03-28
a_00635,lifestyle,familie,metered,2025-12-01
a_00636,meinung,kolumne,metered,2025-08-03
a_00637,sport,eishockey,metered,2025-03-25
a_00638,meinung,kolumne,metered,2026-06-19
a_00639,wirtschaft,boerse,metered,2026-02-26
a_00640,wirtschaft,makro,metered,2026-01-22
a_00641,meinung,kolumne,metered,2025-08-06
a_00642,sport,fussball,premium,2025-03-05
a_00643,wirtschaft,banken,free,2025-11-28
a_00644,meinung,gastkommentar,metered,2026-06-10
a_00645,technologie,startups,premium,2025-04-11
a_00646,lifestyle,essen,free,2025-12-19
a_00647,technologie,gadgets,metered,2026-04-06
a_00648,meinung,leitartikel,metered,2025-08-03
a_00649,meinung,leitartikel,metered,2024-12-19
a_00650,politik,bundesrat,premium,2026-05-11
a_00651,sport,fussball,premium,2025-01-04
a_00652,sport,olympia,metered,2026-02-07
a_00653,meinung,gastkommentar,premium,2025-08-18
a_00654,feuilleton,kunst,metered,2026-01-17
a_00655,technologie,startups,premium,2026-01-03
a_00656,meinung,kolumne,premium,2025-03-02
a_00657,feuilleton,kunst,metered,2024-12-30
a_00658,sport,fussball,free,2025-01-17
a_00659,technologie,gadgets,metered,2025-03-02
a_00660,politik,eu,premium,2026-04-10
a_00661,feuilleton,theater,free,2024-12-24
a_00662,wirtschaft,banken,metered,2025-12-18
a_00663,feuilleton,musik,metered,2025-06-21
a_00664,technologie,ki,premium,2026-03-12
a_00665,wirtschaft,boerse,premium,2025-10-30
a_00666,meinung,gastkommentar,free,2026-02-08
a_00667,sport,olympia,metered,2026-03-17
a_00668,politik,nahost,premium,2026-05-03
a_00669,international,europa,free,2026-03-02
a_00670,meinung,kolumne,metered,2025-06-16
a_00671,feuilleton,kunst,metered,2026-05-13
a_00672,meinung,leitartikel,metered,2025-06-01
a_00673,international,asien,metered,2025-10-22
a_00674,wirtschaft,banken,free,2025-03-24
a_00675,lifestyle,reisen,premium,2026-03-09
a_00676,politik,nahost,metered,2025-01-03
a_00677,lifestyle,essen,metered,2026-06-07
a_00678,feuilleton,kunst,metered,2025-08-21
a_00679,feuilleton,musik,free,2026-03-30
a_00680,lifestyle,reisen,metered,2025-08-30
a_00681,wirtschaft,banken,free,2025-01-25
a_00682,wirtschaft,makro,metered,2025-01-09
a_00683,sport,olympia,metered,2026-04-21
a_00684,international,amerika,metered,2025-11-02
a_00685,feuilleton,theater,metered,2025-01-25
a_00686,meinung,leitartikel,free,2025-06-09
a_00687,sport,eishockey,metered,2025-10-14
a_00688,lifestyle,familie,free,2025-08-04
a_00689,international,afrika,metered,2024-12-15
a_00690,international,europa,free,2025-09-06
a_00691,feuilleton,literatur,free,2025-02-14
a_00692,feuilleton,kunst,metered,2025-05-08
a_00693,international,amerika,premium,2025-12-10
a_00694,meinung,kolumne,free,2025-12-21
a_00695,feuilleton,theater,metered,2024-12-19
a_00696,feuilleton,kunst,free,2025-09-06
a_00697,wirtschaft,banken,metered,2025-04-05
a_00698,politik,bundesrat,metered,2025-07-26
a_00699,feuilleton,theater,free,2026-03-04
a_00700,lifestyle,gesundheit,metered,2025-07-07
a_00701,technologie,gadgets,free,2025-10-22
a_00702,politik,usa_politics,premium,2024-11-15
a_00703,politik,nahost,metered,2025-08-26
a_00704,lifestyle,familie,metered,2026-02-12
a_00705,lifestyle,familie,free,2025-11-29
a_00706,lifestyle,reisen,metered,2026-06-10
a_00707,lifestyle,essen,metered,2026-02-20
a_00708,technologie,ki,metered,2025-01-19
a_00709,feuilleton,literatur,metered,2024-12-07
a_00710,meinung,gastkommentar,metered,2025-04-25
a_00711,technologie,startups,metered,2026-03-09
a_00712,lifestyle,gesundheit,metered,2026-03-30
a_00713,meinung,kolumne,metered,2026-01-15
a_00714,politik,eu,premium,2026-01-05
a_00715,meinung,leitartikel,metered,2025-12-11
a_00716,technologie,gadgets,free,2025-05-09
a_00717,international,afrika,free,2025-12-19
a_00718,wirtschaft,boerse,metered,2025-11-30
a_00719,lifestyle,essen,metered,2024-12-21
a_00720,politik,nahost,premium,2026-05-11
a_00721,technologie,climate_tech,metered,2026-02-03
a_00722,feuilleton,musik,metered,2025-03-14
a_00723,politik,nahost,free,2025-04-24
a_00724,feuilleton,theater,metered,2025-12-18
a_00725,meinung,kolumne,metered,2025-03-29
a_00726,wirtschaft,immobilien,premium,2026-03-08
a_00727,meinung,kolumne,metered,2025-08-13
a_00728,technologie,climate_tech,premium,2024-12-28
a_00729,international,klima,premium,2025-12-25
a_00730,meinung,leitartikel,metered,2026-05-22
a_00731,meinung,leitartikel,metered,2025-05-21
a_00732,international,europa,metered,2026-06-06
a_00733,politik,bundesrat,metered,2026-01-12
a_00734,lifestyle,essen,premium,2026-01-19
a_00735,international,asien,metered,2025-06-07
a_00736,lifestyle,familie,premium,2025-09-09
a_00737,international,amerika,metered,2025-03-15
a_00738,international,afrika,metered,2025-11-02
a_00739,meinung,leitartikel,metered,2026-04-06
a_00740,lifestyle,essen,metered,2025-11-29
a_00741,feuilleton,theater,metered,2026-04-15
a_00742,politik,abstimmungen,free,2025-02-02
a_00743,politik,abstimmungen,free,2025-11-04
a_00744,wirtschaft,immobilien,metered,2025-04-28
a_00745,technologie,cybersecurity,metered,2025-10-09
a_00746,sport,tennis,premium,2025-01-01
a_00747,lifestyle,gesundheit,metered,2025-06-21
a_00748,feuilleton,kunst,metered,2025-06-13
a_00749,lifestyle,reisen,premium,2025-09-17
a_00750,international,afrika,metered,2026-01-27
a_00751,feuilleton,theater,premium,2025-10-15
a_00752,meinung,leitartikel,premium,2026-04-22
a_00753,meinung,leitartikel,metered,2025-04-22
a_00754,international,amerika,metered,2025-06-14
a_00755,feuilleton,literatur,premium,2025-08-14
a_00756,sport,ski,metered,2025-11-09
a_00757,lifestyle,gesundheit,metered,2026-03-31
a_00758,international,asien,metered,2025-10-28
a_00759,politik,abstimmungen,metered,2026-06-06
a_00760,politik,abstimmungen,free,2025-08-14
a_00761,international,afrika,premium,2025-09-18
a_00762,sport,olympia,free,2025-12-27
a_00763,meinung,gastkommentar,metered,2025-01-29
a_00764,international,europa,metered,2025-01-31
a_00765,sport,eishockey,metered,2025-05-22
a_00766,sport,ski,premium,2024-12-16
a_00767,lifestyle,familie,premium,2025-07-10
a_00768,technologie,startups,metered,2025-05-31
a_00769,technologie,climate_tech,metered,2025-11-11
a_00770,feuilleton,kunst,premium,2026-06-12
a_00771,technologie,cybersecurity,metered,2025-10-10
a_00772,lifestyle,familie,metered,2026-06-02
a_00773,international,asien,metered,2025-11-02
a_00774,technologie,gadgets,metered,2025-11-20
a_00775,lifestyle,reisen,premium,2026-03-23
a_00776,lifestyle,gesundheit,premium,2025-10-18
a_00777,technologie,climate_tech,metered,2026-06-12
a_00778,meinung,leitartikel,free,2025-11-20
a_00779,sport,olympia,metered,2025-05-23
a_00780,technologie,ki,premium,2025-07-19
a_00781,international,europa,premium,2025-11-28
a_00782,meinung,leitartikel,metered,2025-04-25
a_00783,technologie,cybersecurity,metered,2026-01-20
a_00784,meinung,kolumne,free,2024-11-04
a_00785,technologie,climate_tech,free,2026-01-17
a_00786,technologie,ki,metered,2024-11-12
a_00787,politik,usa_politics,metered,2025-02-08
a_00788,politik,nahost,premium,2026-06-14
a_00789,politik,eu,premium,2026-03-19
a_00790,lifestyle,familie,metered,2026-01-26
a_00791,international,europa,metered,2026-05-18
a_00792,feuilleton,musik,metered,2025-12-24
a_00793,politik,eu,metered,2025-01-04
a_00794,politik,eu,premium,2026-03-28
a_00795,sport,eishockey,premium,2025-03-24
a_00796,technologie,gadgets,premium,2025-11-04
a_00797,feuilleton,kunst,metered,2026-04-26
a_00798,meinung,leitartikel,metered,2025-12-11
a_00799,wirtschaft,banken,premium,2024-11-23
a_00800,technologie,climate_tech,metered,2026-02-23
a_00801,feuilleton,kunst,free,2026-03-01
a_00802,international,asien,metered,2025-01-15
a_00803,lifestyle,gesundheit,free,2026-05-26
a_00804,sport,eishockey,free,2025-02-22
a_00805,international,europa,metered,2024-12-03
a_00806,international,europa,metered,2025-10-04
a_00807,wirtschaft,immobilien,free,2025-12-16
a_00808,meinung,kolumne,metered,2024-12-29
a_00809,technologie,startups,metered,2025-02-03
a_00810,feuilleton,film,premium,2025-12-06
a_00811,international,afrika,free,2024-12-20
a_00812,technologie,ki,free,2026-03-21
a_00813,lifestyle,gesundheit,metered,2025-04-15
a_00814,wirtschaft,immobilien,metered,2026-03-24
a_00815,international,asien,free,2026-01-24
a_00816,international,europa,premium,2025-05-16
a_00817,international,afrika,metered,2026-02-28
a_00818,sport,fussball,metered,2025-03-04
a_00819,international,amerika,metered,2025-08-20
a_00820,politik,nahost,free,2026-06-05
a_00821,wirtschaft,makro,free,2026-04-24
a_00822,technologie,ki,metered,2026-05-08
a_00823,lifestyle,familie,free,2025-01-30
a_00824,politik,usa_politics,free,2025-05-10
a_00825,feuilleton,theater,metered,2024-12-16
a_00826,politik,bundesrat,metered,2026-04-27
a_00827,politik,nahost,premium,2026-02-20
a_00828,politik,usa_politics,metered,2026-04-19
a_00829,international,klima,premium,2025-01-09
a_00830,international,klima,metered,2025-05-25
a_00831,meinung,gastkommentar,metered,2026-01-09
a_00832,politik,eu,metered,2025-06-09
a_00833,technologie,climate_tech,free,2025-04-27
a_00834,meinung,gastkommentar,free,2026-05-20
a_00835,lifestyle,familie,free,2025-09-21
a_00836,sport,eishockey,metered,2026-01-25
a_00837,politik,nahost,metered,2026-02-12
a_00838,international,amerika,free,2025-11-10
a_00839,international,amerika,premium,2026-01-24
a_00840,international,europa,metered,2026-06-02
a_00841,technologie,startups,premium,2025-08-30
a_00842,international,klima,premium,2026-04-09
a_00843,politik,bundesrat,metered,2024-12-11
a_00844,sport,olympia,metered,2024-12-16
a_00845,feuilleton,musik,premium,2025-06-26
a_00846,sport,fussball,premium,2025-08-30
a_00847,politik,abstimmungen,premium,2025-05-20
a_00848,lifestyle,reisen,free,2026-04-28
a_00849,feuilleton,musik,metered,2024-11-14
a_00850,politik,abstimmungen,metered,2025-01-07
a_00851,wirtschaft,boerse,metered,2025-11-17
a_00852,politik,bundesrat,free,2024-12-14
a_00853,technologie,startups,metered,2025-02-27
a_00854,international,asien,metered,2026-04-06
a_00855,politik,nahost,premium,2026-03-11
a_00856,politik,nahost,free,2026-02-15
a_00857,international,asien,premium,2025-05-28
a_00858,sport,olympia,metered,2025-02-10
a_00859,politik,bundesrat,premium,2025-05-13
a_00860,wirtschaft,immobilien,metered,2025-02-18
a_00861,technologie,startups,free,2025-03-25
a_00862,politik,abstimmungen,premium,2026-03-21
a_00863,sport,eishockey,metered,2025-03-29
a_00864,international,amerika,free,2025-03-07
a_00865,sport,olympia,free,2025-04-05
a_00866,wirtschaft,unternehmen,premium,2025-01-27
a_00867,lifestyle,familie,premium,2026-04-09
a_00868,sport,eishockey,metered,2026-05-05
a_00869,sport,ski,free,2025-03-02
a_00870,feuilleton,theater,metered,2026-03-04
a_00871,lifestyle,essen,metered,2025-04-13
a_00872,sport,eishockey,metered,2025-07-04
a_00873,sport,tennis,metered,2026-06-30
a_00874,lifestyle,gesundheit,metered,2025-11-16
a_00875,feuilleton,theater,premium,2026-03-07
a_00876,technologie,ki,premium,2025-07-20
a_00877,wirtschaft,unternehmen,free,2025-11-13
a_00878,meinung,gastkommentar,metered,2025-04-16
a_00879,sport,tennis,metered,2026-01-20
a_00880,meinung,kolumne,metered,2026-06-22
a_00881,feuilleton,film,metered,2025-02-04
a_00882,wirtschaft,makro,free,2025-09-28
a_00883,international,europa,free,2025-04-13
a_00884,sport,eishockey,premium,2025-11-23
a_00885,technologie,gadgets,metered,2025-08-04
a_00886,international,asien,metered,2025-07-06
a_00887,sport,olympia,free,2025-06-25
a_00888,lifestyle,essen,metered,2025-08-31
a_00889,sport,tennis,metered,2025-03-06
a_00890,politik,nahost,premium,2025-04-24
a_00891,international,europa,metered,2024-12-13
a_00892,lifestyle,essen,metered,2025-07-19
a_00893,meinung,kolumne,premium,2025-11-07
a_00894,lifestyle,reisen,metered,2025-11-17
a_00895,technologie,startups,free,2025-03-08
a_00896,lifestyle,gesundheit,metered,2026-03-08
a_00897,politik,nahost,premium,2025-07-11
a_00898,lifestyle,essen,free,2026-03-03
a_00899,wirtschaft,unternehmen,free,2026-03-13
a_00900,international,afrika,premium,2024-11-07
a_00901,international,amerika,metered,2024-11-29
a_00902,politik,eu,free,2025-09-21
a_00903,technologie,climate_tech,metered,2026-03-24
a_00904,sport,eishockey,free,2025-06-15
a_00905,feuilleton,kunst,metered,2025-11-06
a_00906,international,klima,free,2025-11-04
a_00907,sport,eishockey,metered,2026-02-06
a_00908,meinung,leitartikel,metered,2026-04-20
a_00909,feuilleton,musik,free,2025-10-12
a_00910,technologie,climate_tech,metered,2026-02-14
a_00911,feuilleton,musik,premium,2025-11-01
a_00912,feuilleton,musik,metered,2025-05-20
a_00913,technologie,gadgets,premium,2025-10-13
a_00914,wirtschaft,unternehmen,premium,2026-01-23
a_00915,lifestyle,reisen,metered,2026-04-28
a_00916,international,klima,metered,2025-01-01
a_00917,technologie,climate_tech,premium,2025-05-23
a_00918,feuilleton,literatur,metered,2025-01-17
a_00919,wirtschaft,makro,premium,2025-02-12
a_00920,meinung,kolumne,metered,2025-03-17
a_00921,sport,ski,premium,2026-05-02
a_00922,wirtschaft,boerse,metered,2025-07-01
a_00923,feuilleton,film,metered,2026-05-12
a_00924,international,afrika,premium,2025-09-06
a_00925,wirtschaft,immobilien,metered,2024-11-12
a_00926,feuilleton,literatur,metered,2025-06-30
a_00927,feuilleton,film,metered,2026-01-16
a_00928,international,europa,premium,2025-11-17
a_00929,feuilleton,film,metered,2025-06-12
a_00930,feuilleton,theater,metered,2025-01-15
a_00931,feuilleton,musik,free,2026-02-03
a_00932,international,klima,free,2025-09-13
a_00933,feuilleton,literatur,free,2026-02-24
a_00934,feuilleton,musik,metered,2025-04-15
a_00935,feuilleton,film,metered,2025-02-04
a_00936,lifestyle,essen,free,2025-06-10
a_00937,technologie,climate_tech,free,2025-03-26
a_00938,meinung,gastkommentar,metered,2025-09-05
a_00939,wirtschaft,makro,premium,2025-09-01
a_00940,politik,nahost,free,2025-01-20
a_00941,politik,eu,metered,2025-08-11
a_00942,feuilleton,literatur,premium,2025-06-24
a_00943,lifestyle,familie,premium,2025-09-12
a_00944,lifestyle,reisen,metered,2026-02-05
a_00945,lifestyle,essen,metered,2025-08-04
a_00946,technologie,climate_tech,free,2025-04-18
a_00947,meinung,gastkommentar,free,2026-05-03
a_00948,feuilleton,literatur,premium,2026-02-08
a_00949,technologie,climate_tech,metered,2026-06-07
a_00950,wirtschaft,makro,metered,2025-03-21
a_00951,politik,bundesrat,free,2025-11-09
a_00952,lifestyle,gesundheit,metered,2026-02-01
a_00953,sport,ski,metered,2026-04-27
a_00954,meinung,kolumne,metered,2025-02-27
a_00955,international,europa,free,2025-04-03
a_00956,technologie,ki,metered,2026-06-01
a_00957,lifestyle,gesundheit,free,2025-10-10
a_00958,sport,eishockey,metered,2025-02-02
a_00959,feuilleton,literatur,metered,2025-02-26
a_00960,feuilleton,musik,metered,2026-06-30
a_00961,international,amerika,free,2026-04-30
a_00962,sport,olympia,metered,2025-03-19
a_00963,international,amerika,metered,2025-10-02
a_00964,politik,eu,metered,2026-01-06
a_00965,feuilleton,literatur,free,2025-07-29
a_00966,international,klima,premium,2025-05-05
a_00967,meinung,kolumne,metered,2025-12-31
a_00968,feuilleton,literatur,metered,2024-12-20
a_00969,wirtschaft,boerse,free,2025-03-07
a_00970,sport,ski,metered,2024-11-16
a_00971,international,amerika,metered,2026-04-25
a_00972,feuilleton,theater,metered,2025-01-29
a_00973,sport,eishockey,free,2026-04-12
a_00974,feuilleton,literatur,metered,2025-07-06
a_00975,lifestyle,reisen,metered,2025-01-03
a_00976,technologie,cybersecurity,metered,2025-10-19
a_00977,meinung,leitartikel,free,2025-05-12
a_00978,technologie,ki,premium,2025-08-18
a_00979,sport,fussball,premium,2026-06-17
a_00980,lifestyle,gesundheit,metered,2025-11-18
a_00981,meinung,gastkommentar,metered,2024-11-11
a_00982,politik,usa_politics,metered,2024-12-29
a_00983,feuilleton,literatur,metered,2026-02-12
a_00984,lifestyle,familie,metered,2025-12-16
a_00985,feuilleton,film,metered,2025-08-24
a_00986,international,europa,metered,2026-02-20
a_00987,lifestyle,reisen,free,2025-03-17
a_00988,international,asien,metered,2025-03-21
a_00989,lifestyle,reisen,metered,2025-07-05
a_00990,wirtschaft,banken,metered,2026-02-24
a_00991,wirtschaft,makro,free,2026-06-20
a_00992,sport,olympia,metered,2025-04-01
a_00993,feuilleton,literatur,metered,2025-11-11
a_00994,international,amerika,free,2025-07-28
a_00995,lifestyle,reisen,premium,2026-04-19
a_00996,lifestyle,essen,metered,2026-03-05
a_00997,international,afrika,premium,2025-02-13
a_00998,politik,abstimmungen,metered,2025-12-23
a_00999,technologie,startups,metered,2024-11-11
a_01000,lifestyle,essen,premium,2025-09-02
a_01001,international,asien,metered,2025-04-12
a_01002,lifestyle,gesundheit,free,2025-06-13
a_01003,lifestyle,essen,premium,2025-05-20
a_01004,lifestyle,gesundheit,metered,2025-10-09
a_01005,wirtschaft,makro,metered,2026-03-31
a_01006,sport,eishockey,free,2025-09-12
a_01007,international,afrika,premium,2026-04-10
a_01008,technologie,startups,premium,2026-06-13
a_01009,feuilleton,kunst,metered,2025-03-16
a_01010,technologie,ki,free,2026-03-17
a_01011,politik,usa_politics,metered,2025-03-12
a_01012,sport,eishockey,free,2025-01-10
a_01013,lifestyle,gesundheit,metered,2025-03-07
a_01014,lifestyle,gesundheit,metered,2025-07-09
a_01015,meinung,kolumne,free,2025-02-12
a_01016,feuilleton,literatur,premium,2025-10-23
a_01017,sport,ski,metered,2025-10-29
a_01018,wirtschaft,makro,metered,2026-01-03
a_01019,international,europa,metered,2026-05-08
a_01020,lifestyle,familie,premium,2025-02-16
a_01021,technologie,cybersecurity,metered,2026-06-18
a_01022,feuilleton,musik,premium,2026-03-20
a_01023,wirtschaft,immobilien,free,2024-12-03
a_01024,politik,usa_politics,metered,2025-11-18
a_01025,sport,ski,metered,2025-04-06
a_01026,lifestyle,gesundheit,free,2024-12-11
a_01027,feuilleton,literatur,metered,2025-12-19
a_01028,lifestyle,essen,metered,2024-12-06
a_01029,wirtschaft,boerse,metered,2025-02-16
a_01030,lifestyle,reisen,free,2025-12-22
a_01031,politik,bundesrat,metered,2024-12-21
a_01032,feuilleton,kunst,free,2026-02-02
a_01033,wirtschaft,boerse,free,2024-11-17
a_01034,meinung,leitartikel,free,2025-05-08
a_01035,wirtschaft,immobilien,premium,2025-04-05
a_01036,politik,usa_politics,free,2025-02-07
a_01037,feuilleton,literatur,free,2025-09-20
a_01038,politik,usa_politics,premium,2025-03-14
a_01039,sport,tennis,premium,2025-01-31
a_01040,feuilleton,literatur,metered,2025-06-27
a_01041,international,europa,premium,2025-08-29
a_01042,meinung,gastkommentar,premium,2025-11-19
a_01043,sport,tennis,metered,2024-12-22
a_01044,meinung,gastkommentar,metered,2025-02-22
a_01045,wirtschaft,immobilien,metered,2024-12-01
a_01046,wirtschaft,boerse,premium,2026-02-24
a_01047,wirtschaft,makro,metered,2025-10-06
a_01048,lifestyle,essen,premium,2025-04-01
a_01049,technologie,cybersecurity,free,2025-09-20
a_01050,international,asien,metered,2026-03-07
a_01051,lifestyle,essen,premium,2026-02-06
a_01052,politik,nahost,free,2026-05-15
a_01053,wirtschaft,banken,metered,2025-03-20
a_01054,lifestyle,gesundheit,premium,2025-02-08
a_01055,meinung,leitartikel,metered,2026-02-07
a_01056,meinung,gastkommentar,metered,2026-05-12
a_01057,wirtschaft,unternehmen,premium,2025-02-15
a_01058,meinung,gastkommentar,free,2026-01-03
a_01059,international,klima,metered,2025-10-15
a_01060,sport,eishockey,metered,2026-04-23
a_01061,technologie,startups,metered,2025-02-26
a_01062,technologie,climate_tech,metered,2025-05-30
a_01063,international,europa,metered,2025-11-12
a_01064,wirtschaft,banken,metered,2026-04-09
a_01065,international,europa,metered,2026-03-16
a_01066,meinung,leitartikel,metered,2025-08-17
a_01067,lifestyle,reisen,metered,2025-06-13
a_01068,feuilleton,kunst,metered,2025-02-24
a_01069,politik,usa_politics,metered,2025-07-02
a_01070,politik,nahost,metered,2026-06-28
a_01071,sport,tennis,metered,2025-03-19
a_01072,meinung,leitartikel,premium,2026-05-30
a_01073,feuilleton,literatur,metered,2025-04-19
a_01074,feuilleton,kunst,premium,2025-01-15
a_01075,lifestyle,gesundheit,premium,2026-01-10
a_01076,technologie,climate_tech,metered,2025-08-04
a_01077,technologie,cybersecurity,metered,2026-01-19
a_01078,technologie,ki,premium,2026-06-22
a_01079,lifestyle,reisen,metered,2025-01-29
a_01080,wirtschaft,makro,metered,2025-09-29
a_01081,international,klima,metered,2025-04-11
a_01082,lifestyle,reisen,metered,2025-08-29
a_01083,feuilleton,literatur,premium,2025-04-05
a_01084,feuilleton,literatur,free,2025-02-27
a_01085,wirtschaft,immobilien,free,2025-09-12
a_01086,technologie,cybersecurity,metered,2025-07-13
a_01087,feuilleton,theater,premium,2026-02-09
a_01088,feuilleton,theater,metered,2025-08-30
a_01089,technologie,startups,metered,2025-11-02
a_01090,wirtschaft,boerse,metered,2026-01-08
a_01091,politik,eu,metered,2024-12-04
a_01092,lifestyle,essen,metered,2025-08-01
a_01093,politik,nahost,metered,2025-09-15
a_01094,international,afrika,metered,2025-11-21
a_01095,technologie,climate_tech,metered,2024-11-25
a_01096,feuilleton,film,free,2025-01-01
a_01097,meinung,leitartikel,metered,2026-03-31
a_01098,feuilleton,kunst,metered,2026-02-07
a_01099,sport,olympia,free,2025-07-14
a_01100,technologie,startups,metered,2024-11-02
a_01101,international,asien,metered,2025-04-07
a_01102,wirtschaft,unternehmen,premium,2025-11-25
a_01103,meinung,kolumne,metered,2025-12-19
a_01104,lifestyle,familie,premium,2026-03-17
a_01105,politik,usa_politics,metered,2025-10-02
a_01106,politik,bundesrat,premium,2026-02-09
a_01107,meinung,kolumne,free,2025-03-24
a_01108,wirtschaft,makro,metered,2025-01-29
a_01109,international,klima,metered,2025-05-23
a_01110,politik,eu,metered,2026-03-28
a_01111,technologie,ki,premium,2026-04-23
a_01112,feuilleton,film,metered,2024-12-19
a_01113,international,klima,free,2025-02-27
a_01114,lifestyle,essen,metered,2024-12-11
a_01115,lifestyle,essen,metered,2026-02-07
a_01116,technologie,climate_tech,free,2026-03-15
a_01117,wirtschaft,immobilien,free,2026-05-17
a_01118,politik,usa_politics,metered,2025-02-19
a_01119,feuilleton,literatur,metered,2025-09-11
a_01120,politik,eu,free,2025-07-30
a_01121,lifestyle,reisen,premium,2026-06-16
a_01122,feuilleton,literatur,premium,2026-05-23
a_01123,sport,tennis,metered,2026-03-24
a_01124,meinung,kolumne,premium,2025-03-07
a_01125,technologie,ki,premium,2025-05-22
a_01126,meinung,kolumne,metered,2026-02-17
a_01127,technologie,startups,metered,2025-11-05
a_01128,politik,eu,premium,2025-10-21
a_01129,feuilleton,theater,metered,2024-12-16
a_01130,lifestyle,familie,metered,2025-07-05
a_01131,technologie,ki,free,2026-06-15
a_01132,technologie,climate_tech,metered,2025-08-06
a_01133,international,europa,free,2026-04-21
a_01134,international,klima,free,2025-07-08
a_01135,politik,usa_politics,metered,2026-03-30
a_01136,meinung,gastkommentar,metered,2026-03-18
a_01137,international,asien,free,2025-11-13
a_01138,feuilleton,kunst,premium,2026-03-10
a_01139,politik,eu,free,2024-11-30
a_01140,politik,abstimmungen,metered,2025-06-15
a_01141,technologie,startups,metered,2024-12-25
a_01142,international,klima,premium,2025-12-29
a_01143,technologie,ki,metered,2025-04-27
a_01144,politik,eu,metered,2025-09-19
a_01145,sport,ski,metered,2026-03-27
a_01146,feuilleton,film,metered,2026-01-29
a_01147,international,amerika,premium,2025-12-10
a_01148,meinung,leitartikel,free,2024-12-01
a_01149,wirtschaft,boerse,metered,2025-11-10
a_01150,meinung,gastkommentar,free,2025-05-23
a_01151,technologie,cybersecurity,metered,2026-06-24
a_01152,meinung,leitartikel,metered,2025-05-23
a_01153,sport,eishockey,metered,2026-01-29
a_01154,technologie,gadgets,metered,2025-10-29
a_01155,feuilleton,theater,metered,2025-05-23
a_01156,wirtschaft,makro,free,2025-03-07
a_01157,lifestyle,essen,metered,2025-04-07
a_01158,technologie,cybersecurity,premium,2025-09-19
a_01159,technologie,gadgets,metered,2026-04-22
a_01160,international,klima,metered,2026-06-18
a_01161,technologie,climate_tech,metered,2025-05-10
a_01162,politik,nahost,premium,2024-11-27
a_01163,lifestyle,gesundheit,free,2025-03-14
a_01164,politik,bundesrat,free,2025-09-02
a_01165,technologie,startups,premium,2025-07-02
a_01166,international,europa,metered,2025-01-23
a_01167,sport,tennis,premium,2025-02-14
a_01168,feuilleton,musik,metered,2025-10-20
a_01169,international,afrika,metered,2025-04-11
a_01170,sport,ski,metered,2025-03-27
a_01171,international,afrika,free,2025-06-17
a_01172,feuilleton,film,premium,2026-05-02
a_01173,wirtschaft,makro,metered,2026-03-27
a_01174,meinung,gastkommentar,free,2025-05-13
a_01175,feuilleton,film,metered,2026-02-09
a_01176,technologie,ki,metered,2026-06-05
a_01177,feuilleton,theater,metered,2025-04-20
a_01178,lifestyle,essen,free,2024-11-03
a_01179,feuilleton,film,metered,2025-03-21
a_01180,feuilleton,film,premium,2026-03-21
a_01181,technologie,startups,metered,2025-01-04
a_01182,feuilleton,film,metered,2025-04-08
a_01183,feuilleton,theater,free,2026-06-03
a_01184,meinung,kolumne,premium,2025-03-03
a_01185,feuilleton,kunst,metered,2025-08-18
a_01186,sport,ski,free,2026-04-21
a_01187,feuilleton,musik,premium,2026-03-30
